,index,lang,textfile,Freq,PCComplexity,compressed,folder,LengthScript,Idiosyncratic,Type,Family,Ancestor
28293,0ACBD,kor,경,403,86.0949210059007,1417,Hang,11172,0,featural system,East Asian,
28294,0ACC1,kor,곁,119,94.3912572056365,1331,Hang,11172,0,featural system,East Asian,
28295,0ACC4,kor,계,819,89.5990743434932,1098,Hang,11172,0,featural system,East Asian,
28296,0ACE0,kor,고,12262,69.6188401877614,1019,Hang,11172,0,featural system,East Asian,
28297,0ACE1,kor,곡,160,71.98685184794509,1016,Hang,11172,0,featural system,East Asian,
28298,0ACE4,kor,곤,30,71.9894602292382,1001,Hang,11172,0,featural system,East Asian,
28299,0ACE7,kor,곧,760,84.1383119067902,1056,Hang,11172,0,featural system,East Asian,
28300,0ACE8,kor,골,96,96.0840124095321,1141,Hang,11172,0,featural system,East Asian,
28301,0ACF0,kor,곰,4,88.16314987293909,1250,Hang,11172,0,featural system,East Asian,
28302,0ACF1,kor,곱,870,89.49593243692391,1171,Hang,11172,0,featural system,East Asian,
28303,0ACF3,kor,곳,709,74.6490900206398,1248,Hang,11172,0,featural system,East Asian,
28304,0ACF5,kor,공,232,85.4885767322135,1308,Hang,11172,0,featural system,East Asian,
28305,0ACFC,kor,과,4433,79.4866580683123,1108,Hang,11172,0,featural system,East Asian,
28306,0ACFD,kor,곽,1,76.6854549729097,1159,Hang,11172,0,featural system,East Asian,
28307,0AD00,kor,관,362,83.34414469932341,1177,Hang,11172,0,featural system,East Asian,
28308,0AD11,kor,광,401,91.87822466190809,1483,Hang,11172,0,featural system,East Asian,
28309,0AD1C,kor,괜,4,101.16704034044399,1210,Hang,11172,0,featural system,East Asian,
28310,0AD2D,kor,괭,1,106.01067078363,1512,Hang,11172,0,featural system,East Asian,
28311,0AD34,kor,괴,97,79.0774668462512,1098,Hang,11172,0,featural system,East Asian,
28312,0AD49,kor,굉,5,92.8668185411072,1454,Hang,11172,0,featural system,East Asian,
28313,0AD50,kor,교,216,79.3773683061668,1053,Hang,11172,0,featural system,East Asian,
28314,0AD6C,kor,구,1578,61.42011268231361,1008,Hang,11172,0,featural system,East Asian,
28315,0AD6D,kor,국,136,68.5969149347634,998,Hang,11172,0,featural system,East Asian,
28316,0AD70,kor,군,240,75.15508393398541,986,Hang,11172,0,featural system,East Asian,
28317,0AD73,kor,굳,32,80.748242070641,1045,Hang,11172,0,featural system,East Asian,
28318,0AD74,kor,굴,213,92.6938886209886,1124,Hang,11172,0,featural system,East Asian,
28319,0AD75,kor,굵,6,82.6627650601888,1218,Hang,11172,0,featural system,East Asian,
28320,0AD76,kor,굶,26,93.151220442782,1387,Hang,11172,0,featural system,East Asian,
28321,0AD7C,kor,굼,2,84.7732952062745,1223,Hang,11172,0,featural system,East Asian,
28322,0AD7D,kor,굽,404,86.1060536081333,1154,Hang,11172,0,featural system,East Asian,
28323,0AD7F,kor,굿,3,71.3292575006802,1208,Hang,11172,0,featural system,East Asian,
28324,0AD81,kor,궁,46,82.1011415555562,1287,Hang,11172,0,featural system,East Asian,
28325,0AD82,kor,궂,1,81.9410781213475,1182,Hang,11172,0,featural system,East Asian,
28326,0AD8C,kor,권,155,89.69603348027941,1195,Hang,11172,0,featural system,East Asian,
28327,0ADA4,kor,궤,86,105.537491907614,1202,Hang,11172,0,featural system,East Asian,
28328,0ADC0,kor,귀,569,81.99306313533309,1210,Hang,11172,0,featural system,East Asian,
28329,0ADD3,kor,귓,14,79.4799972391545,1343,Hang,11172,0,featural system,East Asian,
28330,0ADDC,kor,규,153,71.1430602228258,1155,Hang,11172,0,featural system,East Asian,
28331,0ADE0,kor,균,2,82.1987749918753,1121,Hang,11172,0,featural system,East Asian,
28332,0ADF8,kor,그,21289,62.3456312058224,974,Hang,11172,0,featural system,East Asian,
28333,0ADF9,kor,극,47,69.5179978992156,1000,Hang,11172,0,featural system,East Asian,
28334,0ADFC,kor,근,205,69.5204897959226,988,Hang,11172,0,featural system,East Asian,
28335,0AE00,kor,글,36,93.61227425760029,1129,Hang,11172,0,featural system,East Asian,
28336,0AE01,kor,긁,3,83.766552649859,1204,Hang,11172,0,featural system,East Asian,
28337,0AE08,kor,금,770,85.6892380979151,1231,Hang,11172,0,featural system,East Asian,
28338,0AE09,kor,급,61,87.0221219823177,1167,Hang,11172,0,featural system,East Asian,
28339,0AE0B,kor,긋,4,72.17135765013,1235,Hang,11172,0,featural system,East Asian,
28340,0AE0D,kor,긍,2,83.0107515252371,1290,Hang,11172,0,featural system,East Asian,
28341,0AE30,kor,기,6674,59.8209799774708,1023,Hang,11172,0,featural system,East Asian,
28342,0AE34,kor,긴,93,70.5023784879121,1075,Hang,11172,0,featural system,East Asian,
28343,0AE37,kor,긷,5,76.11510314979091,1081,Hang,11172,0,featural system,East Asian,
28344,0AE38,kor,길,529,88.12567724560671,1171,Hang,11172,0,featural system,East Asian,
28345,0AE40,kor,김,50,80.1422038174539,1253,Hang,11172,0,featural system,East Asian,
28346,0AE41,kor,깁,10,81.40594032746999,1201,Hang,11172,0,featural system,East Asian,
28347,0AE43,kor,깃,24,68.5996755825777,1239,Hang,11172,0,featural system,East Asian,
28348,0AE4A,kor,깊,44,78.8873715937069,1173,Hang,11172,0,featural system,East Asian,
28349,0AE4C,kor,까,1556,80.3691941225164,1303,Hang,11172,0,featural system,East Asian,
28350,0AE4D,kor,깍,3,73.80272583721191,1280,Hang,11172,0,featural system,East Asian,
28351,0AE4E,kor,깎,25,79.87508124767791,1342,Hang,11172,0,featural system,East Asian,
28352,0AE50,kor,깐,2,80.4113668324084,1230,Hang,11172,0,featural system,East Asian,
28353,0AE54,kor,깔,9,98.91339638042851,1424,Hang,11172,0,featural system,East Asian,
28354,0AE5C,kor,깜,5,91.07245673179109,1498,Hang,11172,0,featural system,East Asian,
28355,0AE5D,kor,깝,6,92.40296656934478,1461,Hang,11172,0,featural system,East Asian,
28356,0AE5F,kor,깟,1,79.9969907294277,1513,Hang,11172,0,featural system,East Asian,
28357,0AE61,kor,깡,4,89.0392197729218,1568,Hang,11172,0,featural system,East Asian,
28358,0AE65,kor,깥,43,97.1938079256983,1445,Hang,11172,0,featural system,East Asian,
28359,0AE68,kor,깨,266,103.384424681352,1298,Hang,11172,0,featural system,East Asian,
28360,0AE6C,kor,깬,1,101.23501710905799,1363,Hang,11172,0,featural system,East Asian,
28361,0AEBC,kor,꺼,70,80.39126979889629,1246,Hang,11172,0,featural system,East Asian,
28362,0AEBD,kor,꺽,2,74.9141939161041,1278,Hang,11172,0,featural system,East Asian,
28363,0AEBE,kor,꺾,18,79.9473201742329,1352,Hang,11172,0,featural system,East Asian,
28364,0AEC4,kor,껄,1,99.030292145755,1412,Hang,11172,0,featural system,East Asian,
28365,0AECD,kor,껍,11,92.47499821393629,1438,Hang,11172,0,featural system,East Asian,
28366,0AECF,kor,껏,11,82.0112073641082,1487,Hang,11172,0,featural system,East Asian,
28367,0AED1,kor,껑,1,90.11286988032342,1581,Hang,11172,0,featural system,East Asian,
28368,0AED8,kor,께,4100,107.490982051135,1341,Hang,11172,0,featural system,East Asian,
28369,0AEF4,kor,껴,10,83.93238796989209,1294,Hang,11172,0,featural system,East Asian,
28370,0AF08,kor,꼈,3,87.1141364792358,1579,Hang,11172,0,featural system,East Asian,
28371,0AF10,kor,꼐,1,108.31355895596,1331,Hang,11172,0,featural system,East Asian,
28372,0AF2C,kor,꼬,70,84.8077446710155,1151,Hang,11172,0,featural system,East Asian,
28373,0AF2D,kor,꼭,52,77.3847743542734,1162,Hang,11172,0,featural system,East Asian,
28374,0AF30,kor,꼰,16,77.38779501360021,1150,Hang,11172,0,featural system,East Asian,
28375,0AF34,kor,꼴,10,101.490931466025,1291,Hang,11172,0,featural system,East Asian,
28376,0AF3C,kor,꼼,1,93.5792074106263,1389,Hang,11172,0,featural system,East Asian,
28377,0AF42,kor,꽂,6,90.7569511976438,1341,Hang,11172,0,featural system,East Asian,
28378,0AF43,kor,꽃,83,97.03118284376859,1423,Hang,11172,0,featural system,East Asian,
28379,0AF49,kor,꽉,1,79.4917084688573,1350,Hang,11172,0,featural system,East Asian,
28380,0AF64,kor,꽤,1,108.73487403555599,1172,Hang,11172,0,featural system,East Asian,
28381,0AF80,kor,꾀,6,107.354478258445,1195,Hang,11172,0,featural system,East Asian,
28382,0AFB8,kor,꾸,140,71.6796018158642,1108,Hang,11172,0,featural system,East Asian,
28383,0AFBC,kor,꾼,78,78.60026567161329,1103,Hang,11172,0,featural system,East Asian,
28384,0AFC0,kor,꿀,25,96.14939249012491,1232,Hang,11172,0,featural system,East Asian,
28385,0AFC7,kor,꿇,32,106.323531130577,1582,Hang,11172,0,featural system,East Asian,
28386,0AFC8,kor,꿈,133,88.2375442060371,1344,Hang,11172,0,featural system,East Asian,
28387,0AFD4,kor,꿔,4,94.76538246782091,1339,Hang,11172,0,featural system,East Asian,
28388,0AFF0,kor,꿰,20,112.810450373397,1379,Hang,11172,0,featural system,East Asian,
28389,0AFF4,kor,꿴,1,103.44702210736901,1287,Hang,11172,0,featural system,East Asian,
28390,0AFF8,kor,꿸,5,116.018137035359,1394,Hang,11172,0,featural system,East Asian,
28391,0B00C,kor,뀌,3,90.731157806826,1330,Hang,11172,0,featural system,East Asian,
28392,0B044,kor,끄,32,83.44218872705409,1101,Hang,11172,0,featural system,East Asian,
28393,0B048,kor,끈,45,78.12153118274951,1124,Hang,11172,0,featural system,East Asian,
28394,0B04A,kor,끊,68,104.398430237821,1450,Hang,11172,0,featural system,East Asian,
28395,0B04C,kor,끌,217,102.22202693323999,1258,Hang,11172,0,featural system,East Asian,
28396,0B053,kor,끓,3,112.28443008874201,1599,Hang,11172,0,featural system,East Asian,
28397,0B054,kor,끔,6,94.3067947123686,1353,Hang,11172,0,featural system,East Asian,
28398,0B057,kor,끗,74,80.8028021765402,1364,Hang,11172,0,featural system,East Asian,
28399,0B05D,kor,끝,161,101.594759564167,1296,Hang,11172,0,featural system,East Asian,
28400,0B07C,kor,끼,155,76.852441817567,1209,Hang,11172,0,featural system,East Asian,
28401,0B08C,kor,낌,3,86.42862332425551,1453,Hang,11172,0,featural system,East Asian,
28402,0B08D,kor,낍,1,87.8046512420764,1401,Hang,11172,0,featural system,East Asian,
28403,0B098,kor,나,10232,65.51637957617871,977,Hang,11172,0,featural system,East Asian,
28404,0B099,kor,낙,93,64.6538922782708,1036,Hang,11172,0,featural system,East Asian,
28405,0B09A,kor,낚,8,69.6845697860042,1112,Hang,11172,0,featural system,East Asian,
28406,0B09C,kor,난,419,71.3387511247122,1046,Hang,11172,0,featural system,East Asian,
28407,0B09F,kor,낟,3,76.73757020293971,1084,Hang,11172,0,featural system,East Asian,
28408,0B0A0,kor,날,922,88.5862828917214,1159,Hang,11172,0,featural system,East Asian,
28409,0B0A1,kor,낡,20,78.7393184090481,1229,Hang,11172,0,featural system,East Asian,
28410,0B0A8,kor,남,636,80.83116149521841,1249,Hang,11172,0,featural system,East Asian,
28411,0B0A9,kor,납,60,82.09656822107921,1186,Hang,11172,0,featural system,East Asian,
28412,0B0AB,kor,낫,107,69.3033011415788,1241,Hang,11172,0,featural system,East Asian,
28413,0B0AC,kor,났,216,71.7022976853343,1320,Hang,11172,0,featural system,East Asian,
28414,0B0AD,kor,낭,8,79.81306385907429,1342,Hang,11172,0,featural system,East Asian,
28415,0B0AE,kor,낮,91,78.18915260340292,1298,Hang,11172,0,featural system,East Asian,
28416,0B0AF,kor,낯,9,83.0845256892165,1282,Hang,11172,0,featural system,East Asian,
28417,0B0B1,kor,낱,4,88.0234984989945,1210,Hang,11172,0,featural system,East Asian,
28418,0B0B3,kor,낳,482,89.4175866201559,1330,Hang,11172,0,featural system,East Asian,
28419,0B0B4,kor,내,6078,88.8423425679665,1009,Hang,11172,0,featural system,East Asian,
28420,0B0B8,kor,낸,107,90.1932860715909,1084,Hang,11172,0,featural system,East Asian,
28421,0B0BC,kor,낼,76,102.722794938365,1186,Hang,11172,0,featural system,East Asian,
28422,0B0C4,kor,냄,37,94.8480331893659,1282,Hang,11172,0,featural system,East Asian,
28423,0B0C5,kor,냅,1,96.1523395956595,1221,Hang,11172,0,featural system,East Asian,
28424,0B0C7,kor,냇,7,84.2226817125076,1289,Hang,11172,0,featural system,East Asian,
28425,0B0C8,kor,냈,118,85.8110815564337,1330,Hang,11172,0,featural system,East Asian,
28426,0B0C9,kor,냉,8,94.6776884266099,1364,Hang,11172,0,featural system,East Asian,
28427,0B0D0,kor,냐,967,69.09592675216129,1013,Hang,11172,0,featural system,East Asian,
28428,0B0E5,kor,냥,58,83.5300073579542,1389,Hang,11172,0,featural system,East Asian,
28429,0B108,kor,너,4876,65.5830329099747,965,Hang,11172,0,featural system,East Asian,
28430,0B109,kor,넉,24,64.7903275850994,1060,Hang,11172,0,featural system,East Asian,
28431,0B10B,kor,넋,1,70.8265119297182,1216,Hang,11172,0,featural system,East Asian,
28432,0B110,kor,널,160,88.7678874121615,1165,Hang,11172,0,featural system,East Asian,
28433,0B113,kor,넓,36,90.0685552069392,1415,Hang,11172,0,featural system,East Asian,
28434,0B118,kor,넘,182,80.9671947561179,1276,Hang,11172,0,featural system,East Asian,
28435,0B11C,kor,넜,7,71.82919378575009,1328,Hang,11172,0,featural system,East Asian,
28436,0B123,kor,넣,185,89.5447922453817,1338,Hang,11172,0,featural system,East Asian,
28437,0B124,kor,네,1902,91.6769543344417,976,Hang,11172,0,featural system,East Asian,
28438,0B12C,kor,넬,6,103.272354080645,1196,Hang,11172,0,featural system,East Asian,
28439,0B137,kor,넷,21,84.926172114924,1239,Hang,11172,0,featural system,East Asian,
28440,0B140,kor,녀,371,69.1040388117181,1002,Hang,11172,0,featural system,East Asian,
28441,0B141,kor,녁,120,68.18781406303701,1091,Hang,11172,0,featural system,East Asian,
28442,0B144,kor,년,356,74.8894517084233,1093,Hang,11172,0,featural system,East Asian,
28443,0B150,kor,념,39,84.37585904829001,1307,Hang,11172,0,featural system,East Asian,
28444,0B154,kor,녔,12,75.25094355918141,1358,Hang,11172,0,featural system,East Asian,
28445,0B155,kor,녕,107,83.2357397828485,1376,Hang,11172,0,featural system,East Asian,
28446,0B158,kor,녘,5,80.96693850175079,1170,Hang,11172,0,featural system,East Asian,
28447,0B178,kor,노,480,63.8620741683239,897,Hang,11172,0,featural system,East Asian,
28448,0B179,kor,녹,49,71.7657845383257,972,Hang,11172,0,featural system,East Asian,
28449,0B17C,kor,논,49,71.7682108525305,955,Hang,11172,0,featural system,East Asian,
28450,0B180,kor,놀,139,95.85805379476601,1105,Hang,11172,0,featural system,East Asian,
28451,0B188,kor,놈,3,87.9331091774809,1199,Hang,11172,0,featural system,East Asian,
28452,0B18B,kor,놋,41,74.40970532145809,1208,Hang,11172,0,featural system,East Asian,
28453,0B18D,kor,농,43,85.24882264328029,1279,Hang,11172,0,featural system,East Asian,
28454,0B192,kor,높,136,86.91158555628841,1072,Hang,11172,0,featural system,East Asian,
28455,0B193,kor,놓,347,96.58487685208841,1238,Hang,11172,0,featural system,East Asian,
28456,0B194,kor,놔,1,76.17724573908049,1058,Hang,11172,0,featural system,East Asian,
28457,0B1CC,kor,뇌,12,75.73630907009621,1014,Hang,11172,0,featural system,East Asian,
28458,0B1E8,kor,뇨,22,73.6792992901146,934,Hang,11172,0,featural system,East Asian,
28459,0B204,kor,누,804,61.9291515363712,939,Hang,11172,0,featural system,East Asian,
28460,0B208,kor,눈,415,77.951577934196,955,Hang,11172,0,featural system,East Asian,
28461,0B20C,kor,눌,6,95.48536715107299,1090,Hang,11172,0,featural system,East Asian,
28462,0B215,kor,눕,16,88.8935411061364,1128,Hang,11172,0,featural system,East Asian,
28463,0B220,kor,눠,9,83.3003651186925,1136,Hang,11172,0,featural system,East Asian,
28464,0B258,kor,뉘,33,78.63019726452491,1122,Hang,11172,0,featural system,East Asian,
28465,0B290,kor,느,1626,53.986422206265104,849,Hang,11172,0,featural system,East Asian,
28466,0B291,kor,늑,4,70.035984635361,935,Hang,11172,0,featural system,East Asian,
28467,0B294,kor,는,13472,70.0380826862899,921,Hang,11172,0,featural system,East Asian,
28468,0B298,kor,늘,680,94.1183628876298,1067,Hang,11172,0,featural system,East Asian,
28469,0B299,kor,늙,34,84.101784834883,1168,Hang,11172,0,featural system,East Asian,
28470,0B2A5,kor,능,140,83.4866855074979,1248,Hang,11172,0,featural system,East Asian,
28471,0B2A6,kor,늦,5,83.3388532181321,1121,Hang,11172,0,featural system,East Asian,
28472,0B2AA,kor,늪,2,85.17550275384941,1042,Hang,11172,0,featural system,East Asian,
28473,0B2AC,kor,늬,40,69.1262887556648,1072,Hang,11172,0,featural system,East Asian,
28474,0B2C8,kor,니,5954,61.9628009845975,925,Hang,11172,0,featural system,East Asian,
28475,0B2CC,kor,닌,39,67.6354564144892,1036,Hang,11172,0,featural system,East Asian,
28476,0B2D0,kor,닐,16,85.07306710313479,1150,Hang,11172,0,featural system,East Asian,
28477,0B2D8,kor,님,3939,77.2412284331906,1218,Hang,11172,0,featural system,East Asian,
28478,0B2D9,kor,닙,25,78.6203905955157,1172,Hang,11172,0,featural system,East Asian,
28479,0B2DB,kor,닛,5,65.6160389693332,1190,Hang,11172,0,featural system,East Asian,
28480,0B2E2,kor,닢,18,76.1369931838084,1133,Hang,11172,0,featural system,East Asian,
28481,0B2E4,kor,다,22224,73.119527799333,1057,Hang,11172,0,featural system,East Asian,
28482,0B2E5,kor,닥,80,72.6683463143379,1145,Hang,11172,0,featural system,East Asian,
28483,0B2E6,kor,닦,12,77.6363720865519,1210,Hang,11172,0,featural system,East Asian,
28484,0B2E8,kor,단,808,79.25179878003159,1144,Hang,11172,0,featural system,East Asian,
28485,0B2EB,kor,닫,76,84.75343628128309,1182,Hang,11172,0,featural system,East Asian,
28486,0B2EC,kor,달,576,96.6049676797868,1253,Hang,11172,0,featural system,East Asian,
28487,0B2ED,kor,닭,26,86.6266857938558,1324,Hang,11172,0,featural system,East Asian,
28488,0B2EE,kor,닮,6,97.5184837835327,1519,Hang,11172,0,featural system,East Asian,
28489,0B2F4,kor,담,170,88.85382616232259,1335,Hang,11172,0,featural system,East Asian,
28490,0B2F5,kor,답,516,90.118922186161,1289,Hang,11172,0,featural system,East Asian,
28491,0B2F7,kor,닷,69,77.16627107171641,1318,Hang,11172,0,featural system,East Asian,
28492,0B2F9,kor,당,1208,87.77500690989392,1412,Hang,11172,0,featural system,East Asian,
28493,0B2FB,kor,닻,3,91.1081055488661,1377,Hang,11172,0,featural system,East Asian,
28494,0B2FF,kor,닿,24,97.4375862947023,1429,Hang,11172,0,featural system,East Asian,
28495,0B300,kor,대,3225,94.54359681787359,1100,Hang,11172,0,featural system,East Asian,
28496,0B301,kor,댁,1,84.91117779184479,1171,Hang,11172,0,featural system,East Asian,
28497,0B304,kor,댄,13,96.32491574848851,1168,Hang,11172,0,featural system,East Asian,
28498,0B310,kor,댐,1,101.02725644741999,1373,Hang,11172,0,featural system,East Asian,
28499,0B314,kor,댔,5,91.99830346341601,1424,Hang,11172,0,featural system,East Asian,
28500,0B315,kor,댕,5,100.796263085361,1453,Hang,11172,0,featural system,East Asian,
28501,0B354,kor,더,1397,73.1487523584545,1056,Hang,11172,0,featural system,East Asian,
28502,0B355,kor,덕,28,72.8046614953617,1143,Hang,11172,0,featural system,East Asian,
28503,0B358,kor,던,496,79.42483694983159,1152,Hang,11172,0,featural system,East Asian,
28504,0B35C,kor,덜,28,96.7863828526035,1250,Hang,11172,0,featural system,East Asian,
28505,0B35F,kor,덟,12,98.0949445166437,1497,Hang,11172,0,featural system,East Asian,
28506,0B364,kor,덤,116,88.98979181838159,1363,Hang,11172,0,featural system,East Asian,
28507,0B365,kor,덥,2,90.25490672861031,1286,Hang,11172,0,featural system,East Asian,
28508,0B367,kor,덧,28,77.58254839582109,1344,Hang,11172,0,featural system,East Asian,
28509,0B369,kor,덩,66,87.9417430460075,1430,Hang,11172,0,featural system,East Asian,
28510,0B36B,kor,덫,2,91.2411177525433,1396,Hang,11172,0,featural system,East Asian,
28511,0B36E,kor,덮,180,87.8254567236005,1248,Hang,11172,0,featural system,East Asian,
28512,0B370,kor,데,2229,97.39058821122521,1081,Hang,11172,0,featural system,East Asian,
28513,0B371,kor,덱,4,85.4669386512371,1153,Hang,11172,0,featural system,East Asian,
28514,0B374,kor,덴,19,96.7274150441418,1173,Hang,11172,0,featural system,East Asian,
28515,0B378,kor,델,33,109.442025027241,1276,Hang,11172,0,featural system,East Asian,
28516,0B383,kor,뎃,3,91.1087060374073,1319,Hang,11172,0,featural system,East Asian,
28517,0B38C,kor,뎌,1,76.6740204840531,1097,Hang,11172,0,featural system,East Asian,
28518,0B3C4,kor,도,4279,82.0379638687341,1006,Hang,11172,0,featural system,East Asian,
28519,0B3C5,kor,독,127,90.80500641925421,1077,Hang,11172,0,featural system,East Asian,
28520,0B3C8,kor,돈,212,90.80761364428379,1076,Hang,11172,0,featural system,East Asian,
28521,0B3CB,kor,돋,22,102.95630840062,1123,Hang,11172,0,featural system,East Asian,
28522,0B3CC,kor,돌,915,114.926836402947,1200,Hang,11172,0,featural system,East Asian,
28523,0B3D4,kor,돔,119,106.977326225816,1314,Hang,11172,0,featural system,East Asian,
28524,0B3D5,kor,돕,9,108.31029308421,1241,Hang,11172,0,featural system,East Asian,
28525,0B3D9,kor,동,863,104.28795224958999,1372,Hang,11172,0,featural system,East Asian,
28526,0B3FC,kor,돼,40,103.873903474687,1170,Hang,11172,0,featural system,East Asian,
28527,0B410,kor,됐,3,102.451080113265,1465,Hang,11172,0,featural system,East Asian,
28528,0B418,kor,되,2391,87.0818354978916,1126,Hang,11172,0,featural system,East Asian,
28529,0B41C,kor,된,482,93.9238083354533,1173,Hang,11172,0,featural system,East Asian,
28530,0B420,kor,될,426,111.291784683027,1291,Hang,11172,0,featural system,East Asian,
28531,0B428,kor,됨,11,103.48838672309,1387,Hang,11172,0,featural system,East Asian,
28532,0B429,kor,됩,24,104.75413651907301,1324,Hang,11172,0,featural system,East Asian,
28533,0B450,kor,두,2156,80.3036215642184,1013,Hang,11172,0,featural system,East Asian,
28534,0B451,kor,둑,50,89.8210638704188,1051,Hang,11172,0,featural system,East Asian,
28535,0B454,kor,둔,80,96.3792311709647,1058,Hang,11172,0,featural system,East Asian,
28536,0B458,kor,둘,429,113.91656513984199,1177,Hang,11172,0,featural system,East Asian,
28537,0B460,kor,둠,37,105.992394816656,1289,Hang,11172,0,featural system,East Asian,
28538,0B461,kor,둡,6,107.325379309683,1225,Hang,11172,0,featural system,East Asian,
28539,0B465,kor,둥,308,103.302351685579,1350,Hang,11172,0,featural system,East Asian,
28540,0B46C,kor,둬,11,96.5612163610183,1234,Hang,11172,0,featural system,East Asian,
28541,0B480,kor,뒀,7,102.80146211543101,1516,Hang,11172,0,featural system,East Asian,
28542,0B4A4,kor,뒤,333,91.9528297117086,1185,Hang,11172,0,featural system,East Asian,
28543,0B4B7,kor,뒷,23,96.505052516535,1408,Hang,11172,0,featural system,East Asian,
28544,0B4B9,kor,뒹,2,106.63516858092899,1497,Hang,11172,0,featural system,East Asian,
28545,0B4DC,kor,드,1182,72.15656538800292,965,Hang,11172,0,featural system,East Asian,
28546,0B4DD,kor,득,90,89.0706957778595,1046,Hang,11172,0,featural system,East Asian,
28547,0B4E0,kor,든,2245,89.07305567199958,1040,Hang,11172,0,featural system,East Asian,
28548,0B4E3,kor,듣,437,101.219172722022,1090,Hang,11172,0,featural system,East Asian,
28549,0B4E4,kor,들,14802,113.18554682703999,1166,Hang,11172,0,featural system,East Asian,
28550,0B4E6,kor,듦,1,113.687560153583,1412,Hang,11172,0,featural system,East Asian,
28551,0B4EC,kor,듬,9,105.230410652607,1266,Hang,11172,0,featural system,East Asian,
28552,0B4ED,kor,듭,15,106.56361644347,1209,Hang,11172,0,featural system,East Asian,
28553,0B4EF,kor,듯,49,91.6906012651695,1288,Hang,11172,0,featural system,East Asian,
28554,0B4F1,kor,등,194,102.528000933619,1322,Hang,11172,0,featural system,East Asian,
28555,0B514,kor,디,502,69.5239263841047,1028,Hang,11172,0,featural system,East Asian,
28556,0B518,kor,딘,4,75.54396509314559,1132,Hang,11172,0,featural system,East Asian,
28557,0B51C,kor,딜,2,93.0257152670179,1235,Hang,11172,0,featural system,East Asian,
28558,0B524,kor,딤,31,85.19866786417408,1305,Hang,11172,0,featural system,East Asian,
28559,0B527,kor,딧,3,73.5799536355641,1266,Hang,11172,0,featural system,East Asian,
28560,0B52A,kor,딪,5,82.480834288942,1309,Hang,11172,0,featural system,East Asian,
28561,0B530,kor,따,455,89.89296833249229,1220,Hang,11172,0,featural system,East Asian,
28562,0B531,kor,딱,8,81.1093124544605,1283,Hang,11172,0,featural system,East Asian,
28563,0B534,kor,딴,16,87.7007150132455,1295,Hang,11172,0,featural system,East Asian,
28564,0B538,kor,딸,445,105.052185111231,1390,Hang,11172,0,featural system,East Asian,
28565,0B540,kor,땀,5,97.3046946015227,1474,Hang,11172,0,featural system,East Asian,
28566,0B541,kor,땁,1,98.56950035100691,1427,Hang,11172,0,featural system,East Asian,
28567,0B545,kor,땅,1578,96.2045758528266,1544,Hang,11172,0,featural system,East Asian,
28568,0B54B,kor,땋,8,105.772841661658,1541,Hang,11172,0,featural system,East Asian,
28569,0B54C,kor,때,2502,112.247354798224,1260,Hang,11172,0,featural system,East Asian,
28570,0B5A0,kor,떠,451,89.92192163103131,1222,Hang,11172,0,featural system,East Asian,
28571,0B5A1,kor,떡,38,81.2487296924904,1287,Hang,11172,0,featural system,East Asian,
28572,0B5A4,kor,떤,301,87.7428090113377,1299,Hang,11172,0,featural system,East Asian,
28573,0B5A8,kor,떨,167,105.16983722696301,1389,Hang,11172,0,featural system,East Asian,
28574,0B5B4,kor,떴,2,88.2844583330963,1518,Hang,11172,0,featural system,East Asian,
28575,0B5BB,kor,떻,225,105.9495500268,1556,Hang,11172,0,featural system,East Asian,
28576,0B5BC,kor,떼,357,115.09206312476101,1248,Hang,11172,0,featural system,East Asian,
28577,0B610,kor,또,877,85.02287343473179,1169,Hang,11172,0,featural system,East Asian,
28578,0B611,kor,똑,40,90.79973107810741,1235,Hang,11172,0,featural system,East Asian,
28579,0B625,kor,똥,9,104.33205822832701,1527,Hang,11172,0,featural system,East Asian,
28580,0B69C,kor,뚜,35,81.3527613816183,1163,Hang,11172,0,featural system,East Asian,
28581,0B69D,kor,뚝,34,86.36460798025601,1218,Hang,11172,0,featural system,East Asian,
28582,0B6A4,kor,뚤,4,110.472278763935,1337,Hang,11172,0,featural system,East Asian,
28583,0B6AB,kor,뚫,18,120.610584724774,1692,Hang,11172,0,featural system,East Asian,
28584,0B6F0,kor,뛰,26,92.92806189245279,1339,Hang,11172,0,featural system,East Asian,
28585,0B728,kor,뜨,114,75.13478656518251,1128,Hang,11172,0,featural system,East Asian,
28586,0B729,kor,뜩,6,89.05606659064041,1197,Hang,11172,0,featural system,East Asian,
28587,0B72C,kor,뜬,5,89.05891180480378,1188,Hang,11172,0,featural system,East Asian,
28588,0B72F,kor,뜯,23,101.209552126693,1242,Hang,11172,0,featural system,East Asian,
28589,0B730,kor,뜰,107,113.18380935872601,1316,Hang,11172,0,featural system,East Asian,
28590,0B738,kor,뜸,9,105.24045870121401,1421,Hang,11172,0,featural system,East Asian,
28591,0B73B,kor,뜻,130,91.72674561432841,1430,Hang,11172,0,featural system,East Asian,
28592,0B744,kor,띄,2,83.4232450060374,1357,Hang,11172,0,featural system,East Asian,
28593,0B760,kor,띠,80,86.29525499111709,1177,Hang,11172,0,featural system,East Asian,
28594,0B77C,kor,라,9885,80.8843165509772,1163,Hang,11172,0,featural system,East Asian,
28595,0B77D,kor,락,157,80.465430703647,1235,Hang,11172,0,featural system,East Asian,
